total_population,male_population,female_population,median_age,white_alone,black_alone,asian_alone,hispanic_or_latino,total_housing_units,occupied_housing_units,vacant_housing_units,median_home_value,median_gross_rent,median_household_income,per_capita_income,poverty_count,in_labor_force,civilian_labor_force,employed,unemployed,bachelors_degree,masters_degree,doctorate_degree,total_commuters,public_transit_commuters,mean_travel_time_to_work,location_name,state,place,year,dataset,fetched_date
6107,3082,3025,,5849,8,109,83,2612,2558,54,280400,1624,95603,45217,559,3125,3125,3084,41,1170,889,132,2917,9,2559,"Harris Hill CDP, New York",36,32391,2022,acs/acs5,2025-10-13T11:21:10.430197
28721,13453,15268,,22000,1384,1932,4536,8861,8242,619,954600,2605,151038,76274,1157,14419,14419,13653,766,5858,2731,262,13297,2742,10883,"Harrison village, New York",36,32402,2022,acs/acs5,2025-10-13T11:21:10.430207
3082,1281,1801,,2171,161,486,267,1392,1317,75,349500,1648,157891,99147,128,1782,1782,1753,29,714,646,150,1724,548,1399,"Hartsdale CDP, New York",36,32523,2022,acs/acs5,2025-10-13T11:21:10.430216
531,260,271,,519,6,0,0,241,199,42,160500,857,80750,34457,112,279,279,259,20,69,42,14,259,4,238,"Hartwick CDP, New York",36,32578,2022,acs/acs5,2025-10-13T11:21:10.430226
291,124,167,,250,4,37,0,91,77,14,206300,1056,48203,23500,4,48,48,48,0,22,6,0,48,8,48,"Hartwick Seminary CDP, New York",36,32597,2022,acs/acs5,2025-10-13T11:21:10.430235
8456,4170,4286,,7068,105,444,821,3149,3089,60,831800,1911,161908,92689,179,4544,4544,4445,99,1754,1352,393,4388,1114,3366,"Hastings-on-Hudson village, New York",36,32710,2022,acs/acs5,2025-10-13T11:21:10.430245
20401,10240,10161,,16630,266,1638,2346,7130,6830,300,618800,2514,138156,59784,1098,11351,11351,10771,580,3769,2524,201,10503,389,9532,"Hauppauge CDP, New York",36,32732,2022,acs/acs5,2025-10-13T11:21:10.430256
12286,6548,5738,,3636,2573,393,6850,3985,3686,299,324800,1703,77254,33244,1507,6070,6070,5538,532,1388,506,71,5245,233,4950,"Haverstraw village, New York",36,32754,2022,acs/acs5,2025-10-13T11:21:10.430265
3500,1672,1828,,3178,71,2,117,1429,1376,53,256600,1178,80663,41470,248,1890,1890,1733,157,628,252,0,1733,0,1590,"Haviland CDP, New York",36,32776,2022,acs/acs5,2025-10-13T11:21:10.430275
4693,2344,2349,,4246,31,259,217,1760,1704,56,663200,3090,130816,67105,165,2596,2596,2419,177,809,703,61,2394,397,2127,"Hawthorne CDP, New York",36,32842,2022,acs/acs5,2025-10-13T11:21:10.430285
1501,743,758,,1206,20,88,182,597,490,107,1076600,2625,250001,104246,28,859,858,833,25,321,194,48,834,25,619,"Head of the Harbor village, New York",36,32963,2022,acs/acs5,2025-10-13T11:21:10.430294
668,400,268,,668,0,0,0,280,228,52,181700,,100536,33686,0,348,348,328,20,65,32,37,328,0,328,"Hemlock CDP, New York",36,33128,2022,acs/acs5,2025-10-13T11:21:10.430304
58557,28400,30157,,6673,27488,1173,26556,18447,17030,1417,421300,1670,80350,31370,9211,31059,31005,28398,2607,4043,2272,79,27882,5119,26191,"Hempstead village, New York",36,33139,2022,acs/acs5,2025-10-13T11:21:10.430315
238,139,99,,171,0,0,26,113,100,13,130000,742,,55166,151,105,105,66,39,12,3,0,66,0,66,"Henderson CDP, New York",36,34044,2022,acs/acs5,2025-10-13T11:21:10.430325
3927,1423,2504,,3701,40,56,123,2821,2433,388,428900,3272,87552,73892,297,1241,1241,1100,141,894,880,326,1100,166,980,"Heritage Hills CDP, New York",36,34118,2022,acs/acs5,2025-10-13T11:21:10.430335
6858,3227,3631,,6159,174,69,57,3618,3042,576,108900,780,56607,32762,799,3585,3585,3367,218,638,360,5,3319,1,3060,"Herkimer village, New York",36,34121,2022,acs/acs5,2025-10-13T11:21:10.430345
477,290,187,,387,0,4,1,158,146,12,91200,567,60714,22158,42,126,126,121,5,26,5,4,113,0,101,"Hermon CDP, New York",36,34165,2022,acs/acs5,2025-10-13T11:21:10.430355
4225,2010,2215,,1888,59,1844,134,1294,1285,9,817700,3501,156625,62322,277,1959,1959,1801,158,948,530,83,1792,94,1516,"Herricks CDP, New York",36,34198,2022,acs/acs5,2025-10-13T11:21:10.430364
33,18,15,,33,0,0,0,14,14,0,,,65000,23409,0,23,19,19,0,0,0,0,23,0,23,"Herrings CDP, New York",36,34220,2022,acs/acs5,2025-10-13T11:21:10.430374
638,330,308,,628,0,0,3,298,276,22,105600,793,61429,35739,54,363,363,333,30,42,38,3,314,0,296,"Heuvelton village, New York",36,34264,2022,acs/acs5,2025-10-13T11:21:10.430384
7590,3644,3946,,5411,619,926,629,2519,2418,101,596400,2482,138971,53381,536,3705,3705,3506,199,1781,882,54,3418,502,2667,"Hewlett CDP, New York",36,34286,2022,acs/acs5,2025-10-13T11:21:10.430394
353,199,154,,232,26,28,68,118,104,14,2000001,,250001,181937,0,222,222,222,0,97,51,10,214,53,136,"Hewlett Bay Park village, New York",36,34297,2022,acs/acs5,2025-10-13T11:21:10.430403
1066,546,520,,970,14,50,25,377,342,35,1326400,,250001,125412,32,523,523,488,35,310,117,5,484,23,387,"Hewlett Harbor village, New York",36,34308,2022,acs/acs5,2025-10-13T11:21:10.430414
641,338,303,,569,0,61,19,174,159,15,1358900,,250001,91085,13,289,289,281,8,112,98,18,262,49,202,"Hewlett Neck village, New York",36,34319,2022,acs/acs5,2025-10-13T11:21:10.430424
44084,22819,21265,,20733,1085,14796,7589,13832,13406,426,593500,2549,139809,50412,2044,24450,24450,23523,927,8309,4112,477,23212,3240,20059,"Hicksville CDP, New York",36,34374,2022,acs/acs5,2025-10-13T11:21:10.430434
482,202,280,,411,2,0,20,236,198,38,193800,,57105,29771,48,240,240,220,20,66,80,0,206,0,171,"High Falls CDP, New York",36,34451,2022,acs/acs5,2025-10-13T11:21:10.430443
6545,2823,3722,,4427,306,906,375,2801,2516,285,336000,1608,97296,45924,253,3538,3538,3389,149,1416,703,80,3347,110,2757,"Highland CDP, New York",36,34484,2022,acs/acs5,2025-10-13T11:21:10.430453
3720,1909,1811,,1892,823,137,844,1955,1679,276,296600,1628,94223,45662,279,2149,1950,1852,98,527,416,97,2016,12,1866,"Highland Falls village, New York",36,34495,2022,acs/acs5,2025-10-13T11:21:10.430463
3809,2112,1697,,3624,35,0,198,1510,1464,46,158400,872,84792,38198,605,1956,1956,1915,41,474,263,38,1867,6,1758,"Highland-on-the-Lake CDP, New York",36,34528,2022,acs/acs5,2025-10-13T11:21:10.430472
1131,505,626,,444,176,62,376,384,343,41,435800,1851,79688,32610,140,499,499,455,44,84,86,2,440,13,409,"Hillburn village, New York",36,34660,2022,acs/acs5,2025-10-13T11:21:10.430482
8178,4384,3794,,1920,2715,536,3544,2001,1983,18,489400,2068,119375,41076,1345,4406,4406,4082,324,1090,461,103,4042,370,3728,"Hillcrest CDP, New York",36,34693,2022,acs/acs5,2025-10-13T11:21:10.430493
754,392,362,,712,0,20,5,356,320,36,371400,2188,131875,59544,21,394,394,389,5,155,151,0,369,0,341,"Hillside CDP, New York",36,34786,2022,acs/acs5,2025-10-13T11:21:10.430503
1256,717,539,,1256,0,0,17,447,447,0,287500,,116417,49763,30,823,823,816,7,267,56,0,784,0,760,"Hillside Lake CDP, New York",36,34803,2022,acs/acs5,2025-10-13T11:21:10.430512
5998,2825,3173,,5618,217,0,149,2300,2232,68,156500,1098,75098,29798,663,2992,2992,2764,228,908,251,14,2730,0,2557,"Hilton village, New York",36,34847,2022,acs/acs5,2025-10-13T11:21:10.430522
400,220,180,,374,3,9,0,208,166,42,137500,743,80208,34529,37,235,235,223,12,33,31,0,222,6,208,"Hobart village, New York",36,34979,2022,acs/acs5,2025-10-13T11:21:10.430531
27220,12741,14479,,23601,989,1175,4015,9349,9059,290,469600,2295,140563,53279,1310,15194,15155,14517,638,3826,2406,128,14379,522,13249,"Holbrook CDP, New York",36,35056,2022,acs/acs5,2025-10-13T11:21:10.430541
1218,605,613,,1174,2,0,9,543,543,0,178800,792,40536,28192,224,589,589,548,41,103,22,0,527,0,527,"Holland CDP, New York",36,35111,2022,acs/acs5,2025-10-13T11:21:10.430551
278,148,130,,271,0,4,4,154,130,24,202500,630,77188,48127,13,154,153,149,4,33,41,1,150,0,133,"Holland Patent village, New York",36,35144,2022,acs/acs5,2025-10-13T11:21:10.430560
1829,834,995,,1583,88,19,212,836,768,68,113800,717,58125,35325,78,1038,1038,997,41,205,82,4,992,0,885,"Holley village, New York",36,35155,2022,acs/acs5,2025-10-13T11:21:10.430570
19597,9799,9798,,15472,1112,758,3209,6630,6449,181,456900,2055,128444,49255,874,11175,11175,10823,352,2619,1621,132,10648,714,10001,"Holtsville CDP, New York",36,35254,2022,acs/acs5,2025-10-13T11:21:10.430581
3170,1441,1729,,2952,0,177,18,1563,1536,27,151800,920,65905,39627,75,1829,1829,1792,37,535,290,35,1751,37,1618,"Homer village, New York",36,35276,2022,acs/acs5,2025-10-13T11:21:10.430590
768,348,420,,590,178,0,0,493,411,82,133500,1058,70264,37421,0,484,484,475,9,107,30,0,475,0,436,"Honeoye CDP, New York",36,35353,2022,acs/acs5,2025-10-13T11:21:10.430600
2774,1439,1335,,2688,27,0,19,1331,1252,79,227900,1064,78235,42806,173,1495,1495,1344,151,491,393,49,1322,0,1176,"Honeoye Falls village, New York",36,35364,2022,acs/acs5,2025-10-13T11:21:10.430609
3225,1306,1919,,3017,27,0,125,1689,1314,375,142900,784,63811,34846,345,1325,1325,1309,16,332,215,0,1255,0,1153,"Hoosick Falls village, New York",36,35474,2022,acs/acs5,2025-10-13T11:21:10.430619
824,355,469,,556,4,82,174,393,333,60,569000,1356,103894,49726,72,340,340,338,2,191,72,9,320,0,239,"Hopewell Junction CDP, New York",36,35573,2022,acs/acs5,2025-10-13T11:21:10.430632
8208,4192,4016,,7725,141,67,214,4230,3734,496,79900,739,47632,26775,1521,3668,3659,3347,312,488,382,66,3356,33,3253,"Hornell city, New York",36,35672,2022,acs/acs5,2025-10-13T11:21:10.430643
6524,3126,3398,,5236,218,160,247,3362,3130,232,124500,1169,58125,33128,579,3165,3165,3052,113,733,369,35,2985,78,2857,"Horseheads village, New York",36,35694,2022,acs/acs5,2025-10-13T11:21:10.430654
2707,1290,1417,,2485,114,55,13,1073,1029,44,191300,1207,79656,34178,251,1233,1233,1223,10,350,222,17,1188,0,1141,"Horseheads North CDP, New York",36,35710,2022,acs/acs5,2025-10-13T11:21:10.430664
282,125,157,,274,0,0,0,140,140,0,160800,688,96250,39955,19,98,98,98,0,83,0,0,98,0,35,"Hortonville CDP, New York",36,35738,2022,acs/acs5,2025-10-13T11:21:10.430674
1771,805,966,,1655,78,10,9,308,280,28,150600,907,90244,17399,134,836,836,779,57,194,167,71,712,0,626,"Houghton CDP, New York",36,35771,2022,acs/acs5,2025-10-13T11:21:10.430710
5923,3109,2814,,3879,883,695,433,3408,2568,840,289000,1194,46293,37941,1274,2952,2952,2573,379,991,381,40,2496,142,1927,"Hudson city, New York",36,35969,2022,acs/acs5,2025-10-13T11:21:10.430721
7426,3817,3609,,7283,9,0,93,3955,3537,418,154000,894,58746,32478,1158,3827,3827,3604,223,668,71,5,3559,0,3413,"Hudson Falls village, New York",36,35980,2022,acs/acs5,2025-10-13T11:21:10.430730
124,58,66,,124,0,0,0,44,44,0,67900,,31190,14181,26,20,20,20,0,4,2,2,20,0,20,"Hunt CDP, New York",36,36156,2022,acs/acs5,2025-10-13T11:21:10.430740
300,179,121,,298,0,0,2,668,155,513,226400,,49844,36418,81,163,163,146,17,26,20,0,119,0,99,"Hunter village, New York",36,36167,2022,acs/acs5,2025-10-13T11:21:10.430751
19610,9516,10094,,17411,162,726,981,8214,7883,331,701600,2255,148858,78708,1290,11340,11340,10758,582,4528,3517,592,10683,1116,8872,"Huntington CDP, New York",36,36233,2022,acs/acs5,2025-10-13T11:21:10.430761
1776,878,898,,1665,16,18,51,740,713,27,1403200,,250001,167757,71,814,814,767,47,556,369,88,767,71,528,"Huntington Bay village, New York",36,37022,2022,acs/acs5,2025-10-13T11:21:10.430773
34588,17433,17155,,21426,3166,840,11037,11440,11011,429,487400,1954,122226,47450,3872,19507,19507,18400,1107,5558,2566,434,18136,1623,16412,"Huntington Station CDP, New York",36,37044,2022,acs/acs5,2025-10-13T11:21:10.430783
3370,1465,1905,,2896,122,33,296,1695,1473,222,274600,1396,92863,53718,195,1807,1807,1777,30,518,492,13,1606,51,1413,"Hurley CDP, New York",36,37132,2022,acs/acs5,2025-10-13T11:21:10.430792
1381,509,872,,1192,101,30,72,623,571,52,275600,644,,26122,142,682,682,642,40,117,122,0,498,0,498,"Hurleyville CDP, New York",36,37154,2022,acs/acs5,2025-10-13T11:21:10.430802
1963,998,965,,1682,151,12,119,927,914,13,278600,1101,81136,54382,268,983,983,923,60,203,245,0,911,42,845,"Hyde Park CDP, New York",36,37198,2022,acs/acs5,2025-10-13T11:21:10.430812
7703,3648,4055,,7137,142,31,152,3935,3340,595,96100,675,71556,31836,797,3641,3641,3492,149,844,574,16,3398,16,3281,"Ilion village, New York",36,37275,2022,acs/acs5,2025-10-13T11:21:10.430821
503,225,278,,439,13,11,31,320,256,64,131900,863,59167,33136,50,257,257,252,5,80,51,0,249,0,223,"Interlaken village, New York",36,37528,2022,acs/acs5,2025-10-13T11:21:10.430831
11156,5585,5571,,4479,1785,915,5167,3192,2987,205,557800,1797,67058,26674,1869,5255,5255,4989,266,954,341,171,4894,870,4401,"Inwood CDP, New York",36,37583,2022,acs/acs5,2025-10-13T11:21:10.430843
50780,24313,26467,,40513,4086,1039,5196,23627,22469,1158,155200,1057,74031,42912,4671,27534,27530,26123,1407,8525,5020,499,25526,139,23170,"Irondequoit CDP, New York",36,37737,2022,acs/acs5,2025-10-13T11:21:10.430853
6590,3268,3322,,5081,73,573,691,2640,2202,438,900100,2408,184569,97973,118,3509,3509,3401,108,1181,1206,257,3363,666,2451,"Irvington village, New York",36,37803,2022,acs/acs5,2025-10-13T11:21:10.430862
3568,1674,1894,,1533,437,321,1363,1198,1113,85,422500,1830,109964,41382,169,1980,1980,1901,79,395,300,12,1895,27,1795,"Islandia village, New York",36,37840,2022,acs/acs5,2025-10-13T11:21:10.430872
4947,2613,2334,,3763,40,176,1628,1890,1773,117,501300,2158,96875,42123,526,2683,2683,2501,182,402,340,28,2416,246,2156,"Island Park village, New York",36,37847,2022,acs/acs5,2025-10-13T11:21:10.430881
17284,8468,8816,,13293,630,924,2767,6471,6137,334,458800,2301,121259,49570,866,9741,9741,9216,525,2485,1649,92,9092,361,8360,"Islip CDP, New York",36,37869,2022,acs/acs5,2025-10-13T11:21:10.430891
5318,2660,2658,,4725,79,36,816,1830,1723,107,451100,2950,149946,50715,213,3188,3188,3178,10,518,551,16,3106,113,2917,"Islip Terrace CDP, New York",36,38022,2022,acs/acs5,2025-10-13T11:21:10.430903
31359,15721,15638,,20841,2047,4932,2515,14918,13233,1685,324300,1391,45468,28566,7898,15757,15757,14834,923,3826,3261,1629,14443,1687,11087,"Ithaca city, New York",36,38077,2022,acs/acs5,2025-10-13T11:21:10.430912
668,361,307,,603,0,7,0,317,317,0,175000,1532,73144,35289,3,328,328,301,27,103,46,63,264,0,199,"Jacksonville CDP, New York",36,38209,2022,acs/acs5,2025-10-13T11:21:10.430922
1634,940,694,,1433,6,187,60,1232,754,478,640000,,110208,71847,65,784,784,746,38,269,99,88,746,20,596,"Jamesport CDP, New York",36,38253,2022,acs/acs5,2025-10-13T11:21:10.430932
28679,13820,14859,,24504,873,309,3290,14419,12510,1909,76100,703,39507,24358,7956,13233,13233,12033,1200,2428,1482,45,11651,151,10736,"Jamestown city, New York",36,38264,2022,acs/acs5,2025-10-13T11:21:10.430942
2587,1185,1402,,2534,15,0,28,1325,1150,175,150300,888,61389,35738,148,1218,1208,1201,7,406,279,60,1167,0,1104,"Jamestown West CDP, New York",36,38275,2022,acs/acs5,2025-10-13T11:21:10.430951
143,85,58,,83,0,10,0,108,57,51,157700,,,38021,17,65,65,62,3,15,0,10,62,0,36,"Jefferson CDP, New York",36,38429,2022,acs/acs5,2025-10-13T11:21:10.430961
1435,506,929,,1010,244,0,355,535,469,66,206500,1295,66023,23819,142,528,528,518,10,135,39,0,518,0,468,"Jefferson Heights CDP, New York",36,38451,2022,acs/acs5,2025-10-13T11:21:10.430971
14072,6881,7191,,11448,961,615,1499,5416,5130,286,531600,2093,146250,61140,672,7270,7270,6619,651,3025,1884,183,6516,393,5514,"Jefferson Valley-Yorktown CDP, New York",36,38500,2022,acs/acs5,2025-10-13T11:21:10.430985
434,195,239,,312,35,1,81,215,160,55,207000,1111,55000,30453,121,239,239,237,2,13,13,0,230,0,230,"Jeffersonville village, New York",36,38506,2022,acs/acs5,2025-10-13T11:21:10.430995
14281,6847,7434,,6874,167,6641,341,4527,4358,169,904900,2652,171173,76646,814,6561,6544,6083,461,3017,2094,494,6048,908,5051,"Jericho CDP, New York",36,38539,2022,acs/acs5,2025-10-13T11:21:10.431004
15229,7689,7540,,11265,1007,1359,805,7746,6691,1055,107400,933,50611,30689,3008,7290,7290,6470,820,1849,838,138,6400,248,5967,"Johnson City village, New York",36,38748,2022,acs/acs5,2025-10-13T11:21:10.431014
8216,3945,4271,,7742,48,18,321,4264,3896,368,137800,860,59809,34187,709,4145,4145,4003,142,1050,472,19,3987,39,3673,"Johnstown city, New York",36,38781,2022,acs/acs5,2025-10-13T11:21:10.431024
1480,659,821,,1402,0,6,20,656,600,56,132500,763,71488,32505,195,722,722,695,27,123,117,0,695,0,657,"Jordan village, New York",36,38825,2022,acs/acs5,2025-10-13T11:21:10.431034
5501,2762,2739,,5319,19,0,60,1167,1135,32,830900,1145,30320,9471,3323,1507,1507,1399,108,68,9,0,1357,211,1303,"Kaser village, New York",36,38934,2022,acs/acs5,2025-10-13T11:21:10.431044
1893,770,1123,,1400,0,139,340,667,637,30,708100,3501,203250,62344,274,946,946,946,0,584,263,45,915,85,691,"Katonah CDP, New York",36,38946,2022,acs/acs5,2025-10-13T11:21:10.431054
539,257,282,,539,0,0,0,396,143,253,,1156,,33295,68,287,287,268,19,65,0,0,268,0,212,"Kauneonga Lake CDP, New York",36,38985,2022,acs/acs5,2025-10-13T11:21:10.431064
2545,1190,1355,,2444,5,6,59,1305,1166,139,119700,1074,55804,35345,418,1233,1233,1150,83,245,34,22,1066,0,1016,"Keeseville CDP, New York",36,39089,2022,acs/acs5,2025-10-13T11:21:10.431074
15155,7040,8115,,12397,995,232,910,7492,7201,291,178700,953,74571,42435,1220,8712,8705,8246,459,2742,1764,135,8113,110,7266,"Kenmore village, New York",36,39232,2022,acs/acs5,2025-10-13T11:21:10.431083
222,105,117,,216,2,0,0,186,142,44,59500,,,29721,21,104,104,104,0,4,5,0,104,0,104,"Kennedy CDP, New York",36,39243,2022,acs/acs5,2025-10-13T11:21:10.431093
1445,669,776,,1114,0,320,62,479,458,21,1414800,,210000,93447,117,609,609,582,27,285,145,77,578,152,426,"Kensington village, New York",36,39309,2022,acs/acs5,2025-10-13T11:21:10.431103
2038,979,1059,,1431,0,0,305,977,754,223,227200,1101,68500,26081,364,1101,1101,1010,91,129,123,0,1010,35,870,"Kerhonkson CDP, New York",36,39397,2022,acs/acs5,2025-10-13T11:21:10.431112
1092,428,664,,1062,14,0,10,163,140,23,273400,997,79569,16685,11,518,518,489,29,100,41,8,474,0,404,"Keuka Park CDP, New York",36,39463,2022,acs/acs5,2025-10-13T11:21:10.431122
321,154,167,,128,121,0,31,273,154,119,110900,1731,73300,37932,0,187,187,187,0,0,9,0,156,0,156,"Kiamesha Lake CDP, New York",36,39485,2022,acs/acs5,2025-10-13T11:21:10.431135
1351,652,699,,1262,0,2,149,667,622,45,349000,954,84861,61581,65,738,738,670,68,234,269,9,660,2,523,"Kinderhook village, New York",36,39562,2022,acs/acs5,2025-10-13T11:21:10.431145
16730,8056,8674,,15016,166,521,1525,6609,6325,284,556100,1851,117869,55999,433,9119,9119,8705,414,2739,2054,61,8450,593,7647,"Kings Park CDP, New York",36,39672,2022,acs/acs5,2025-10-13T11:21:10.431155
5593,3272,2321,,4932,10,245,328,1485,1348,137,1995300,3501,172402,68570,127,2266,2208,2160,48,837,458,8,2202,289,1685,"Kings Point village, New York",36,39694,2022,acs/acs5,2025-10-13T11:21:10.431165
24018,11779,12239,,16206,3237,283,3655,10909,9821,1088,247800,1232,62071,36292,4352,12980,12978,12198,780,2711,1606,175,11849,259,10511,"Kingston city, New York",36,39727,2022,acs/acs5,2025-10-13T11:21:10.431175
34368,17164,17204,,33523,30,10,884,6544,6202,342,626200,1417,40218,12114,14641,8032,8032,7756,276,364,113,65,7473,955,6638,"Kiryas Joel village, New York",36,39853,2022,acs/acs5,2025-10-13T11:21:10.431185
59,38,21,,59,0,0,0,43,26,17,,,71250,40356,9,24,24,24,0,4,2,0,21,0,21,"Kysorville CDP, New York",36,40175,2022,acs/acs5,2025-10-13T11:21:10.431195
19762,9434,10328,,14783,3021,107,1337,9368,8582,786,117700,809,46869,26033,4225,9758,9758,9232,526,2041,682,48,9039,386,8615,"Lackawanna city, New York",36,40189,2022,acs/acs5,2025-10-13T11:21:10.431204
782,386,396,,704,12,27,25,333,287,46,134500,742,74732,28330,204,341,341,319,22,80,19,2,315,12,279,"Lacona village, New York",36,40200,2022,acs/acs5,2025-10-13T11:21:10.431214
530,223,307,,411,115,0,12,239,211,28,147200,430,,16058,244,218,205,193,12,31,6,0,206,0,206,"La Fargeville CDP, New York",36,40233,2022,acs/acs5,2025-10-13T11:21:10.431224
8089,4053,4036,,5538,532,89,2188,3106,2900,206,326800,1574,102125,47137,610,4641,4641,4470,171,1493,758,63,4362,280,4006,"Lake Carmel CDP, New York",36,40398,2022,acs/acs5,2025-10-13T11:21:10.431234
2929,1429,1500,,2837,39,10,305,1346,1270,76,207700,814,89337,57193,146,1469,1446,1416,30,401,277,51,1271,0,1167,"Lake Delta CDP, New York",36,40475,2022,acs/acs5,2025-10-13T11:21:10.431243
3282,1536,1746,,3099,73,70,0,2125,1498,627,135400,880,60132,35895,527,1324,1324,1281,43,430,230,0,1245,8,1201,"Lake Erie Beach CDP, New York",36,40486,2022,acs/acs5,2025-10-13T11:21:10.431253
943,459,484,,822,12,17,152,695,515,180,269500,1095,52196,36936,31,499,499,493,6,186,17,0,484,0,450,"Lake George village, New York",36,40508,2022,acs/acs5,2025-10-13T11:21:10.431262
11066,5868,5198,,8657,282,1074,1511,3834,3754,80,497500,2146,114381,49057,624,5816,5816,5512,304,2095,1043,198,5448,340,5009,"Lake Grove village, New York",36,40530,2022,acs/acs5,2025-10-13T11:21:10.431272
271,125,146,,228,19,0,4,250,151,99,306700,923,,48560,17,181,181,143,38,11,36,15,112,0,112,"Lake Huntington CDP, New York",36,40552,2022,acs/acs5,2025-10-13T11:21:10.431282
2357,1091,1266,,1886,125,41,215,920,920,0,199400,1486,61667,32787,207,933,933,913,20,371,156,0,866,11,761,"Lake Katrine CDP, New York",36,40585,2022,acs/acs5,2025-10-13T11:21:10.431291
2513,1153,1360,,2337,68,72,94,1215,1168,47,155200,1271,76250,38945,86,1428,1428,1392,36,353,79,0,1359,15,1300,"Lakeland CDP, New York",36,40607,2022,acs/acs5,2025-10-13T11:21:10.431301
1354,700,654,,1337,14,0,0,1174,721,453,206700,,71250,40046,122,609,609,588,21,137,238,0,588,0,582,"Lake Luzerne CDP, New York",36,40651,2022,acs/acs5,2025-10-13T11:21:10.431311
5938,3045,2893,,4377,359,307,1149,2182,2123,59,486800,2631,156528,64936,330,3412,3412,3320,92,1054,926,67,3250,392,2921,"Lake Mohegan CDP, New York",36,40689,2022,acs/acs5,2025-10-13T11:21:10.431321
